fake_year,id,date,precip,max_temp_degF,min_temp_degF,new,depth_in,timestamp,year,month,week,julian_day,winter_day,winter,daily_percent_rank,percentile_label
1991-05-25,20350,2011-05-25,0,0,0,0,0,2011-05-25T18:30:02Z,2011,5,21,145,-105,2010-2011,0,Percentile: 0
1991-05-25,20709,2012-05-25,0,65,53,0,0,2012-05-25T18:30:01Z,2012,5,21,146,-104,2011-2012,0,Percentile: 0
1991-05-25,21196,2013-05-25,1.6,34,27,7.5,4,2013-05-25T18:30:01Z,2013,5,21,145,-105,2012-2013,0.6666666666666666,Percentile: 66.7
1991-05-25,21555,2014-05-25,0.02,62,43,0,2,2014-05-25T18:30:01Z,2014,5,21,145,-105,2013-2014,0.6166666666666667,Percentile: 61.7
1991-05-25,21913,2015-05-25,0,62,50,0,0,2015-05-25T18:30:02Z,2015,5,21,145,-105,2014-2015,0,Percentile: 0
1991-05-25,22270,2016-05-25,0,67,51,0,0,2016-05-25T19:30:02Z,2016,5,21,146,-104,2015-2016,0,Percentile: 0
1991-05-25,22613,2017-05-25,0.1,57,43,0,0,2017-05-25T18:30:03Z,2017,5,21,145,-105,2016-2017,0,Percentile: 0
1991-05-25,22962,2018-05-25,0,67,54,0,1,2019-01-04T18:39:06Z,2018,5,21,145,-105,2017-2018,0.5666666666666667,Percentile: 56.7
1991-05-26,207,1955-05-26,0.16,NA,NA,0,0,2002-10-10T12:46:18Z,1955,5,21,146,-104,1954-1955,0,Percentile: 0
1991-05-26,573,1956-05-26,0,52,30,NA,0,2002-10-10T12:46:18Z,1956,5,21,147,-103,1955-1956,0,Percentile: 0
1991-05-26,938,1957-05-26,0,NA,NA,0,0,2002-10-10T12:46:18Z,1957,5,21,146,-104,1956-1957,0,Percentile: 0
1991-05-26,1668,1959-05-26,0,66,45,0,0,2002-10-10T12:46:18Z,1959,5,21,146,-104,1958-1959,0,Percentile: 0
1991-05-26,2034,1960-05-26,0,62,46,0,0,2002-10-10T12:46:18Z,1960,5,21,147,-103,1959-1960,0,Percentile: 0
1991-05-26,2399,1961-05-26,0.5,58,28,0,0,2002-10-10T12:46:18Z,1961,5,21,146,-104,1960-1961,0,Percentile: 0
1991-05-26,2764,1962-05-26,0,48,35,0,0,2002-10-10T12:46:18Z,1962,5,21,146,-104,1961-1962,0,Percentile: 0
1991-05-26,3129,1963-05-26,0,57,43,0,0,2002-10-10T12:46:18Z,1963,5,21,146,-104,1962-1963,0,Percentile: 0
1991-05-26,3464,1964-05-26,0,55,NA,0,0,2002-10-10T12:46:18Z,1964,5,21,147,-103,1963-1964,0,Percentile: 0
1991-05-26,3799,1965-05-26,0,68,NA,0,0,2002-10-10T12:46:18Z,1965,5,21,146,-104,1964-1965,0,Percentile: 0
1991-05-26,4164,1966-05-26,0,65,45,0,42,2002-10-10T12:46:18Z,1966,5,21,146,-104,1965-1966,0.9508196721311475,Percentile: 95.1
1991-05-26,4529,1967-05-26,0.92,33,27,6,48,2002-10-10T12:46:18Z,1967,5,21,146,-104,1966-1967,0.9836065573770492,Percentile: 98.4
1991-05-26,4895,1968-05-26,0,53,33,0,0,2002-10-10T12:46:18Z,1968,5,21,147,-103,1967-1968,0,Percentile: 0
1991-05-26,5260,1969-05-26,0,41,23,0,40,2002-10-10T12:46:18Z,1969,5,21,146,-104,1968-1969,0.9344262295081968,Percentile: 93.4
1991-05-26,5625,1970-05-26,1.23,56,34,0,3,2002-10-10T12:46:18Z,1970,5,21,146,-104,1969-1970,0.6721311475409836,Percentile: 67.2
1991-05-26,5990,1971-05-26,0.39,56,38,0,43,2002-10-10T12:46:18Z,1971,5,21,146,-104,1970-1971,0.9672131147540983,Percentile: 96.7
1991-05-26,6356,1972-05-26,0,58,37,0,21,2002-10-10T12:46:18Z,1972,5,21,147,-103,1971-1972,0.8852459016393442,Percentile: 88.5
1991-05-26,6721,1973-05-26,0,51,37,0,16,2002-10-10T12:46:18Z,1973,5,21,146,-104,1972-1973,0.8524590163934426,Percentile: 85.2
1991-05-26,7086,1974-05-26,0.4,44,34,0,0,2002-10-10T12:46:18Z,1974,5,21,146,-104,1973-1974,0,Percentile: 0
1991-05-26,7451,1975-05-26,0,56,52,0,0,2002-10-10T12:46:18Z,1975,5,21,146,-104,1974-1975,0,Percentile: 0
1991-05-26,7634,1976-05-26,0.05,47,37,0,0,2002-10-10T12:46:18Z,1976,5,21,147,-103,1975-1976,0,Percentile: 0
1991-05-26,8364,1978-05-26,0,74,59,0,24,2002-10-10T12:46:18Z,1978,5,21,146,-104,1977-1978,0.9016393442622951,Percentile: 90.2
1991-05-26,8729,1979-05-26,0.5,49,43,0,0,2002-10-10T12:46:18Z,1979,5,21,146,-104,1978-1979,0,Percentile: 0
1991-05-26,9095,1980-05-26,0,48,37,0,0,2002-10-10T12:46:18Z,1980,5,21,147,-103,1979-1980,0,Percentile: 0
1991-05-26,9460,1981-05-26,0.85,65,47,0,0,2002-10-10T12:46:18Z,1981,5,21,146,-104,1980-1981,0,Percentile: 0
1991-05-26,9825,1982-05-26,0,65,46,0,10,2002-10-10T12:46:18Z,1982,5,21,146,-104,1981-1982,0.819672131147541,Percentile: 82
1991-05-26,10190,1983-05-26,0.02,58,40,0,9,2002-10-10T12:46:18Z,1983,5,21,146,-104,1982-1983,0.7868852459016393,Percentile: 78.7
1991-05-26,10556,1984-05-26,0.62,66,50,0,5,2002-10-10T12:46:18Z,1984,5,21,147,-103,1983-1984,0.7049180327868853,Percentile: 70.5
1991-05-26,10921,1985-05-26,0.13,60,40,0,0,2002-10-10T12:46:18Z,1985,5,21,146,-104,1984-1985,0,Percentile: 0
1991-05-26,11286,1986-05-26,0,69,49,0,0,2002-10-10T12:46:18Z,1986,5,21,146,-104,1985-1986,0,Percentile: 0
1991-05-26,11651,1987-05-26,0,59,43,0,0,2002-10-10T12:46:18Z,1987,5,21,146,-104,1986-1987,0,Percentile: 0
1991-05-26,12017,1988-05-26,0.5,46,31,0,0,2002-10-10T12:46:18Z,1988,5,21,147,-103,1987-1988,0,Percentile: 0
1991-05-26,12382,1989-05-26,0.09,65,52,0,0,2002-10-10T12:46:18Z,1989,5,21,146,-104,1988-1989,0,Percentile: 0
1991-05-26,12747,1990-05-26,0,62,40,0,0,2002-10-10T12:46:18Z,1990,5,21,146,-104,1989-1990,0,Percentile: 0
1991-05-26,13112,1991-05-26,0,58,47,0,0,2002-10-10T12:46:18Z,1991,5,21,146,-104,1990-1991,0,Percentile: 0
1991-05-26,13478,1992-05-26,0,45,33,0,0,2002-10-10T12:46:18Z,1992,5,21,147,-103,1991-1992,0,Percentile: 0
1991-05-26,14208,1994-05-26,0.51,47,42,0,9,2002-10-10T12:46:18Z,1994,5,21,146,-104,1993-1994,0.7868852459016393,Percentile: 78.7
1991-05-26,14573,1995-05-26,0.04,54,43,0,0,2002-10-10T12:46:18Z,1995,5,21,146,-104,1994-1995,0,Percentile: 0
1991-05-26,14939,1996-05-26,0,48,28,0,26,2002-10-10T12:46:18Z,1996,5,21,147,-103,1995-1996,0.9180327868852459,Percentile: 91.8
1991-05-26,15304,1997-05-26,0.17,40,29,0.5,65,2002-10-10T12:46:18Z,1997,5,21,146,-104,1996-1997,1,Percentile: 100
1991-05-26,15669,1998-05-26,0,67,46,0,0,2002-10-10T12:46:18Z,1998,5,21,146,-104,1997-1998,0,Percentile: 0
1991-05-26,16034,1999-05-26,0.36,44,35,0,0,2002-10-10T12:46:18Z,1999,5,21,146,-104,1998-1999,0,Percentile: 0
1991-05-26,16383,2000-05-26,0.94,42,36,0,3,2002-10-10T12:46:18Z,2000,5,21,147,-103,1999-2000,0.6721311475409836,Percentile: 67.2
1991-05-26,16719,2001-05-26,0.02,60,45,0,0,2009-10-23T12:53:31Z,2001,5,21,146,-104,2000-2001,0,Percentile: 0
1991-05-26,17055,2002-05-26,0.23,53,42,0,20,2002-10-10T12:46:18Z,2002,5,21,146,-104,2001-2002,0.8688524590163934,Percentile: 86.9
1991-05-26,17409,2003-05-26,0.31,51,43,0,0,2003-05-26T18:30:06Z,2003,5,21,146,-104,2002-2003,0,Percentile: 0
1991-05-26,17769,2004-05-26,0.2,51,37,0,0,2004-05-26T19:30:08Z,2004,5,21,147,-103,2003-2004,0,Percentile: 0
1991-05-26,18119,2005-05-26,0.03,46,38,0,7,2005-05-26T18:30:07Z,2005,5,21,146,-104,2004-2005,0.7540983606557377,Percentile: 75.4
1991-05-26,18473,2006-05-26,0.02,63,51,0,0,2009-10-23T12:53:31Z,2006,5,21,146,-104,2005-2006,0,Percentile: 0
1991-05-26,19589,2007-05-26,0,75,48,0,8,2009-10-22T15:16:58Z,2007,5,21,146,-104,2006-2007,0.7704918032786885,Percentile: 77
1991-05-26,19056,2008-05-26,0.01,58,46,0,6,2008-05-26T18:30:01Z,2008,5,21,147,-103,2007-2008,0.7213114754098361,Percentile: 72.1
1991-05-26,19416,2009-05-26,0,53,29,0,0,2009-05-26T20:30:03Z,2009,5,21,146,-104,2008-2009,0,Percentile: 0
1991-05-26,19991,2010-05-26,0,74,60,0,0,2010-05-26T19:30:02Z,2010,5,21,146,-104,2009-2010,0,Percentile: 0
1991-05-26,20351,2011-05-26,0,72,50,0,0,2011-05-26T21:30:03Z,2011,5,21,146,-104,2010-2011,0,Percentile: 0
1991-05-26,20710,2012-05-26,0.07,64,49,0,0,2012-05-26T18:30:02Z,2012,5,21,147,-103,2011-2012,0,Percentile: 0
1991-05-26,21197,2013-05-26,1.69,31,26,5.7,6,2013-05-26T19:30:02Z,2013,5,21,146,-104,2012-2013,0.7213114754098361,Percentile: 72.1
1991-05-26,21556,2014-05-26,0.28,63,46,0,0,2014-05-26T18:30:02Z,2014,5,21,146,-104,2013-2014,0,Percentile: 0
1991-05-26,21914,2015-05-26,0.29,70,54,0,0,2015-05-26T18:30:02Z,2015,5,21,146,-104,2014-2015,0,Percentile: 0
1991-05-26,22271,2016-05-26,0,67,49,0,0,2016-05-26T18:30:02Z,2016,5,21,147,-103,2015-2016,0,Percentile: 0
1991-05-26,22614,2017-05-26,0.65,46,40,0,0,2017-05-26T18:30:12Z,2017,5,21,146,-104,2016-2017,0,Percentile: 0
1991-05-26,22963,2018-05-26,0,63,54,0,1,2019-01-04T18:39:06Z,2018,5,21,146,-104,2017-2018,0.6557377049180327,Percentile: 65.6
1991-05-26,23644,2020-05-26,0,79,57,0,14,2020-05-26T23:30:02Z,2020,5,21,147,-103,2019-2020,0.8360655737704918,Percentile: 83.6
1991-05-27,208,1955-05-27,0,56,45,0,0,2002-10-10T12:46:18Z,1955,5,21,147,-103,1954-1955,0,Percentile: 0
1991-05-27,574,1956-05-27,2.04,46,NA,NA,0,2002-10-10T12:46:18Z,1956,5,22,148,-102,1955-1956,0,Percentile: 0
1991-05-27,939,1957-05-27,0.25,60,44,0,0,2002-10-10T12:46:18Z,1957,5,21,147,-103,1956-1957,0,Percentile: 0
1991-05-27,1669,1959-05-27,0,72,54,0,0,2002-10-10T12:46:18Z,1959,5,21,147,-103,1958-1959,0,Percentile: 0
1991-05-27,2035,1960-05-27,0,69,53,0,0,2002-10-10T12:46:18Z,1960,5,22,148,-102,1959-1960,0,Percentile: 0
1991-05-27,2400,1961-05-27,0.21,36,25,0,0,2002-10-10T12:46:18Z,1961,5,21,147,-103,1960-1961,0,Percentile: 0
1991-05-27,2765,1962-05-27,0,50,22,0,0,2002-10-10T12:46:18Z,1962,5,21,147,-103,1961-1962,0,Percentile: 0
1991-05-27,3130,1963-05-27,0,65,45,0,0,2002-10-10T12:46:18Z,1963,5,21,147,-103,1962-1963,0,Percentile: 0
1991-05-27,3465,1964-05-27,0.5,56,38,0,0,2002-10-10T12:46:18Z,1964,5,22,148,-102,1963-1964,0,Percentile: 0
1991-05-27,3800,1965-05-27,0.18,69,56,0,0,2002-10-10T12:46:18Z,1965,5,21,147,-103,1964-1965,0,Percentile: 0
1991-05-27,4165,1966-05-27,0,68,47,0,39,2002-10-10T12:46:18Z,1966,5,21,147,-103,1965-1966,0.9491525423728814,Percentile: 94.9
1991-05-27,4530,1967-05-27,0,44,27,0,46,2002-10-10T12:46:18Z,1967,5,21,147,-103,1966-1967,0.9830508474576272,Percentile: 98.3
1991-05-27,4896,1968-05-27,0,54,31,0,0,2002-10-10T12:46:18Z,1968,5,22,148,-102,1967-1968,0,Percentile: 0
1991-05-27,5261,1969-05-27,0,50,26,0,38,2002-10-10T12:46:18Z,1969,5,21,147,-103,1968-1969,0.9322033898305084,Percentile: 93.2
1991-05-27,5626,1970-05-27,0,55,30,0,0,2002-10-10T12:46:18Z,1970,5,21,147,-103,1969-1970,0,Percentile: 0
1991-05-27,5991,1971-05-27,0.7,40,34,0,41,2002-10-10T12:46:18Z,1971,5,21,147,-103,1970-1971,0.9661016949152542,Percentile: 96.6
1991-05-27,6357,1972-05-27,0,66,46,0,15,2002-10-10T12:46:18Z,1972,5,22,148,-102,1971-1972,0.864406779661017,Percentile: 86.4
1991-05-27,6722,1973-05-27,0,56,37,0,12,2002-10-10T12:46:18Z,1973,5,21,147,-103,1972-1973,0.847457627118644,Percentile: 84.7
1991-05-27,7087,1974-05-27,0,44,35,0,0,2002-10-10T12:46:18Z,1974,5,21,147,-103,1973-1974,0,Percentile: 0
1991-05-27,7452,1975-05-27,0.32,59,53,0,0,2002-10-10T12:46:18Z,1975,5,21,147,-103,1974-1975,0,Percentile: 0
1991-05-27,7635,1976-05-27,0.12,58,38,0,0,2002-10-10T12:46:18Z,1976,5,22,148,-102,1975-1976,0,Percentile: 0
1991-05-27,8365,1978-05-27,0,76,59,0,21,2002-10-10T12:46:18Z,1978,5,21,147,-103,1977-1978,0.8983050847457628,Percentile: 89.8
1991-05-27,8730,1979-05-27,0.04,50,36,0,0,2002-10-10T12:46:18Z,1979,5,21,147,-103,1978-1979,0,Percentile: 0
1991-05-27,9096,1980-05-27,0,47,37,0,0,2002-10-10T12:46:18Z,1980,5,22,148,-102,1979-1980,0,Percentile: 0
1991-05-27,9461,1981-05-27,0,64,52,0,0,2002-10-10T12:46:18Z,1981,5,21,147,-103,1980-1981,0,Percentile: 0
1991-05-27,9826,1982-05-27,0,70,55,0,3,2002-10-10T12:46:18Z,1982,5,21,147,-103,1981-1982,0.7288135593220338,Percentile: 72.9
1991-05-27,10191,1983-05-27,0.83,42,33,0,7,2002-10-10T12:46:18Z,1983,5,21,147,-103,1982-1983,0.8135593220338984,Percentile: 81.4
1991-05-27,10557,1984-05-27,0.16,72,33,0,0,2002-10-10T12:46:18Z,1984,5,22,148,-102,1983-1984,0,Percentile: 0
1991-05-27,10922,1985-05-27,1.41,53,45,0,0,2002-10-10T12:46:18Z,1985,5,21,147,-103,1984-1985,0,Percentile: 0
1991-05-27,11287,1986-05-27,0,70,54,0,0,2002-10-10T12:46:18Z,1986,5,21,147,-103,1985-1986,0,Percentile: 0
1991-05-27,11652,1987-05-27,0.01,57,44,0,0,2002-10-10T12:46:18Z,1987,5,21,147,-103,1986-1987,0,Percentile: 0
1991-05-27,12018,1988-05-27,0,64,39,0,0,2002-10-10T12:46:18Z,1988,5,22,148,-102,1987-1988,0,Percentile: 0
1991-05-27,12383,1989-05-27,0.44,53,39,0,0,2002-10-10T12:46:18Z,1989,5,21,147,-103,1988-1989,0,Percentile: 0
1991-05-27,12748,1990-05-27,0,61,47,0,0,2002-10-10T12:46:18Z,1990,5,21,147,-103,1989-1990,0,Percentile: 0
1991-05-27,13113,1991-05-27,0.72,61,45,0,0,2002-10-10T12:46:18Z,1991,5,21,147,-103,1990-1991,0,Percentile: 0
1991-05-27,13479,1992-05-27,0,44,34,0,0,2002-10-10T12:46:18Z,1992,5,22,148,-102,1991-1992,0,Percentile: 0
1991-05-27,14209,1994-05-27,1.07,47,23,2,9,2002-10-10T12:46:18Z,1994,5,21,147,-103,1993-1994,0.8305084745762712,Percentile: 83.1
1991-05-27,14574,1995-05-27,0.24,50,27,0,0,2002-10-10T12:46:18Z,1995,5,21,147,-103,1994-1995,0,Percentile: 0
1991-05-27,14940,1996-05-27,0,48,28,0,24,2002-10-10T12:46:18Z,1996,5,22,148,-102,1995-1996,0.9152542372881356,Percentile: 91.5
1991-05-27,15305,1997-05-27,0,48,28,0,64,2002-10-10T12:46:18Z,1997,5,21,147,-103,1996-1997,1,Percentile: 100
1991-05-27,15670,1998-05-27,0,60,38,0,0,2002-10-10T12:46:18Z,1998,5,21,147,-103,1997-1998,0,Percentile: 0
1991-05-27,16035,1999-05-27,0.3,43,34,0,0,2002-10-10T12:46:18Z,1999,5,21,147,-103,1998-1999,0,Percentile: 0
1991-05-27,16384,2000-05-27,0.18,42,34,0,3,2002-10-10T12:46:18Z,2000,5,22,148,-102,1999-2000,0.7288135593220338,Percentile: 72.9
1991-05-27,16720,2001-05-27,0.44,53,44,0,0,2002-10-10T12:46:18Z,2001,5,21,147,-103,2000-2001,0,Percentile: 0
1991-05-27,17056,2002-05-27,0,63,42,0,15,2002-10-10T12:46:18Z,2002,5,21,147,-103,2001-2002,0.864406779661017,Percentile: 86.4
1991-05-27,17410,2003-05-27,0.21,47,42,0,0,2003-05-27T18:30:07Z,2003,5,21,147,-103,2002-2003,0,Percentile: 0
1991-05-27,17770,2004-05-27,0.05,58,42,0,0,2004-05-27T18:30:07Z,2004,5,22,148,-102,2003-2004,0,Percentile: 0
1991-05-27,18120,2005-05-27,0.04,44,39,0,5,2005-05-27T18:30:07Z,2005,5,21,147,-103,2004-2005,0.7796610169491526,Percentile: 78
1991-05-27,19590,2007-05-27,0.08,57,44,0,2,2009-10-22T15:16:58Z,2007,5,21,147,-103,2006-2007,0.711864406779661,Percentile: 71.2
1991-05-27,19057,2008-05-27,0.15,55,35,0,3,2008-05-27T18:30:02Z,2008,5,22,148,-102,2007-2008,0.7288135593220338,Percentile: 72.9
1991-05-27,19417,2009-05-27,0.13,49,37,0,0,2009-05-27T20:30:02Z,2009,5,21,147,-103,2008-2009,0,Percentile: 0
1991-05-27,19992,2010-05-27,0,74,53,0,0,2010-05-27T18:30:01Z,2010,5,21,147,-103,2009-2010,0,Percentile: 0
1991-05-27,20352,2011-05-27,1.39,72,51,0,0,2011-05-27T18:30:02Z,2011,5,21,147,-103,2010-2011,0,Percentile: 0
1991-05-27,20711,2012-05-27,0,64,49,0,0,2012-05-27T18:30:02Z,2012,5,22,148,-102,2011-2012,0,Percentile: 0
1991-05-27,21198,2013-05-27,0.07,44,26,0,5,2013-05-27T18:30:02Z,2013,5,21,147,-103,2012-2013,0.7796610169491526,Percentile: 78
1991-05-27,21557,2014-05-27,0.03,61,50,0,0,2014-05-27T18:30:02Z,2014,5,21,147,-103,2013-2014,0,Percentile: 0
1991-05-27,21915,2015-05-27,0.03,73,58,0,0,2015-05-27T18:30:02Z,2015,5,21,147,-103,2014-2015,0,Percentile: 0
1991-05-27,22272,2016-05-27,0,72,55,0,0,2016-05-27T21:30:04Z,2016,5,22,148,-102,2015-2016,0,Percentile: 0
1991-05-27,22615,2017-05-27,0.07,52,37,0,0,2017-05-27T18:30:03Z,2017,5,21,147,-103,2016-2017,0,Percentile: 0
1991-05-27,22964,2018-05-27,0.02,59,46,0,0,2019-01-04T18:39:06Z,2018,5,21,147,-103,2017-2018,0,Percentile: 0
1991-05-28,209,1955-05-28,0,NA,NA,0,0,2002-10-10T12:46:18Z,1955,5,22,148,-102,1954-1955,0,Percentile: 0
1991-05-28,575,1956-05-28,0.36,46,15,NA,0,2002-10-10T12:46:18Z,1956,5,22,149,-101,1955-1956,0,Percentile: 0
1991-05-28,940,1957-05-28,0.37,47,32,0,0,2002-10-10T12:46:18Z,1957,5,22,148,-102,1956-1957,0,Percentile: 0
1991-05-28,1670,1959-05-28,0,68,56,0,0,2002-10-10T12:46:18Z,1959,5,22,148,-102,1958-1959,0,Percentile: 0
1991-05-28,2036,1960-05-28,0,66,56,0,0,2002-10-10T12:46:18Z,1960,5,22,149,-101,1959-1960,0,Percentile: 0
1991-05-28,2401,1961-05-28,0,52,NA,0,0,2002-10-10T12:46:18Z,1961,5,22,148,-102,1960-1961,0,Percentile: 0
1991-05-28,2766,1962-05-28,0,60,28,0,0,2002-10-10T12:46:18Z,1962,5,22,148,-102,1961-1962,0,Percentile: 0
1991-05-28,3131,1963-05-28,0,63,47,0,0,2002-10-10T12:46:18Z,1963,5,22,148,-102,1962-1963,0,Percentile: 0
1991-05-28,3466,1964-05-28,0.15,42,27,0,0,2002-10-10T12:46:18Z,1964,5,22,149,-101,1963-1964,0,Percentile: 0
1991-05-28,3801,1965-05-28,0.11,60,39,0,0,2002-10-10T12:46:18Z,1965,5,22,148,-102,1964-1965,0,Percentile: 0
1991-05-28,4166,1966-05-28,0,65,47,0,36,2002-10-10T12:46:18Z,1966,5,22,148,-102,1965-1966,0.9333333333333333,Percentile: 93.3
1991-05-28,4531,1967-05-28,0,46,36,0,43,2002-10-10T12:46:18Z,1967,5,22,148,-102,1966-1967,0.9833333333333333,Percentile: 98.3
1991-05-28,4897,1968-05-28,0,61,40,0,0,2002-10-10T12:46:18Z,1968,5,22,149,-101,1967-1968,0,Percentile: 0
1991-05-28,5262,1969-05-28,0.2,57,34,0,37,2002-10-10T12:46:18Z,1969,5,22,148,-102,1968-1969,0.95,Percentile: 95
1991-05-28,5627,1970-05-28,0,42,30,0,0,2002-10-10T12:46:18Z,1970,5,22,148,-102,1969-1970,0,Percentile: 0
1991-05-28,5992,1971-05-28,0.23,48,33,0,40,2002-10-10T12:46:18Z,1971,5,22,148,-102,1970-1971,0.9666666666666667,Percentile: 96.7
1991-05-28,6358,1972-05-28,0,70,52,0,12,2002-10-10T12:46:18Z,1972,5,22,149,-101,1971-1972,0.8833333333333333,Percentile: 88.3
1991-05-28,6723,1973-05-28,0.66,51,40,0,11,2002-10-10T12:46:18Z,1973,5,22,148,-102,1972-1973,0.8666666666666667,Percentile: 86.7
1991-05-28,7088,1974-05-28,0.54,45,31,0,0,2002-10-10T12:46:18Z,1974,5,22,148,-102,1973-1974,0,Percentile: 0
1991-05-28,7453,1975-05-28,0.05,58,41,0,0,2002-10-10T12:46:18Z,1975,5,22,148,-102,1974-1975,0,Percentile: 0
1991-05-28,7636,1976-05-28,0,67,45,0,0,2002-10-10T12:46:18Z,1976,5,22,149,-101,1975-1976,0,Percentile: 0
1991-05-28,8366,1978-05-28,0,77,64,0,16,2002-10-10T12:46:18Z,1978,5,22,148,-102,1977-1978,0.9,Percentile: 90
1991-05-28,8731,1979-05-28,0.15,53,42,0,0,2002-10-10T12:46:18Z,1979,5,22,148,-102,1978-1979,0,Percentile: 0
1991-05-28,9097,1980-05-28,0,47,37,0,0,2002-10-10T12:46:18Z,1980,5,22,149,-101,1979-1980,0,Percentile: 0
1991-05-28,9462,1981-05-28,0,67,50,0,0,2002-10-10T12:46:18Z,1981,5,22,148,-102,1980-1981,0,Percentile: 0
1991-05-28,9827,1982-05-28,0,68,49,0,2,2002-10-10T12:46:18Z,1982,5,22,148,-102,1981-1982,0.75,Percentile: 75
1991-05-28,10192,1983-05-28,0.12,39,31,0,6,2002-10-10T12:46:18Z,1983,5,22,148,-102,1982-1983,0.8333333333333334,Percentile: 83.3
1991-05-28,10558,1984-05-28,0.03,50,37,0,0,2002-10-10T12:46:18Z,1984,5,22,149,-101,1983-1984,0,Percentile: 0
1991-05-28,10923,1985-05-28,0.17,51,41,0,0,2002-10-10T12:46:18Z,1985,5,22,148,-102,1984-1985,0,Percentile: 0
1991-05-28,11288,1986-05-28,0,69,56,0,0,2002-10-10T12:46:18Z,1986,5,22,148,-102,1985-1986,0,Percentile: 0
1991-05-28,11653,1987-05-28,0.18,62,49,0,0,2002-10-10T12:46:18Z,1987,5,22,148,-102,1986-1987,0,Percentile: 0
1991-05-28,12019,1988-05-28,0,68,52,0,0,2002-10-10T12:46:18Z,1988,5,22,149,-101,1987-1988,0,Percentile: 0
1991-05-28,12384,1989-05-28,0.17,45,30,0,0,2002-10-10T12:46:18Z,1989,5,22,148,-102,1988-1989,0,Percentile: 0
1991-05-28,12749,1990-05-28,0,64,47,0,0,2002-10-10T12:46:18Z,1990,5,22,148,-102,1989-1990,0,Percentile: 0
1991-05-28,13114,1991-05-28,0.25,61,53,0,0,2002-10-10T12:46:18Z,1991,5,22,148,-102,1990-1991,0,Percentile: 0
1991-05-28,13480,1992-05-28,0.13,48,34,0,0,2002-10-10T12:46:18Z,1992,5,22,149,-101,1991-1992,0,Percentile: 0
1991-05-28,14210,1994-05-28,0,34,23,0,7,2002-10-10T12:46:18Z,1994,5,22,148,-102,1993-1994,0.85,Percentile: 85
1991-05-28,14575,1995-05-28,0,59,39,0,0,2002-10-10T12:46:18Z,1995,5,22,148,-102,1994-1995,0,Percentile: 0
1991-05-28,14941,1996-05-28,0,52,25,0,22,2002-10-10T12:46:18Z,1996,5,22,149,-101,1995-1996,0.9166666666666666,Percentile: 91.7
1991-05-28,15306,1997-05-28,0,56,28,0,62,2002-10-10T12:46:18Z,1997,5,22,148,-102,1996-1997,1,Percentile: 100
1991-05-28,15671,1998-05-28,0,70,48,0,0,2002-10-10T12:46:18Z,1998,5,22,148,-102,1997-1998,0,Percentile: 0
1991-05-28,16036,1999-05-28,0,56,37,0,0,2002-10-10T12:46:18Z,1999,5,22,148,-102,1998-1999,0,Percentile: 0
1991-05-28,16385,2000-05-28,0,43,34,0,0,2002-10-10T12:46:18Z,2000,5,22,149,-101,1999-2000,0,Percentile: 0
1991-05-28,16721,2001-05-28,0.3,50,44,0,0,2002-10-10T12:46:18Z,2001,5,22,148,-102,2000-2001,0,Percentile: 0
1991-05-28,17411,2003-05-28,0.17,49,43,0,0,2003-05-28T19:30:08Z,2003,5,22,148,-102,2002-2003,0,Percentile: 0
1991-05-28,17771,2004-05-28,0.48,59,44,0,0,2004-05-28T18:30:06Z,2004,5,22,149,-101,2003-2004,0,Percentile: 0
1991-05-28,18121,2005-05-28,0.18,55,40,0,3,2005-05-28T18:30:06Z,2005,5,22,148,-102,2004-2005,0.7666666666666667,Percentile: 76.7
1991-05-28,18474,2006-05-28,0,66,48,0,1,2006-05-28T18:30:07Z,2006,5,22,148,-102,2005-2006,0.7333333333333333,Percentile: 73.3
1991-05-28,19591,2007-05-28,0.45,55,48,0,0,2009-10-22T15:16:58Z,2007,5,22,148,-102,2006-2007,0,Percentile: 0
1991-05-28,19058,2008-05-28,0.02,44,26,0,3,2009-10-23T12:53:31Z,2008,5,22,149,-101,2007-2008,0.7666666666666667,Percentile: 76.7
1991-05-28,19418,2009-05-28,0.55,48,38,0,0,2009-05-28T18:30:02Z,2009,5,22,148,-102,2008-2009,0,Percentile: 0
1991-05-28,19993,2010-05-28,0,64,45,0,0,2010-05-28T18:30:02Z,2010,5,22,148,-102,2009-2010,0,Percentile: 0
1991-05-28,20353,2011-05-28,1.07,63,43,0,0,2011-05-28T18:30:01Z,2011,5,22,148,-102,2010-2011,0,Percentile: 0
1991-05-28,20712,2012-05-28,0.02,67,48,0,0,2012-05-28T18:30:02Z,2012,5,22,149,-101,2011-2012,0,Percentile: 0
1991-05-28,21199,2013-05-28,0,58,40,0,3,2013-05-28T18:30:01Z,2013,5,22,148,-102,2012-2013,0.7666666666666667,Percentile: 76.7
1991-05-28,21558,2014-05-28,0.2,67,37,0,0,2014-05-28T18:30:01Z,2014,5,22,148,-102,2013-2014,0,Percentile: 0
1991-05-28,21916,2015-05-28,0.78,63,50,0,0,2015-05-28T18:30:02Z,2015,5,22,148,-102,2014-2015,0,Percentile: 0
1991-05-28,22273,2016-05-28,0,72,59,0,0,2016-05-28T18:30:01Z,2016,5,22,149,-101,2015-2016,0,Percentile: 0
1991-05-28,22616,2017-05-28,0,63,46,0,0,2017-05-28T18:30:03Z,2017,5,22,148,-102,2016-2017,0,Percentile: 0
